-1.500000000000000000e+00,-1.500000000000000000e+00
-1.500000000000000000e+00,-1.199999999999999956e+00
-1.500000000000000000e+00,-9.000000000000000222e-01
-1.500000000000000000e+00,-6.000000000000000888e-01
-1.500000000000000000e+00,-3.000000000000000444e-01
-1.500000000000000000e+00,0.000000000000000000e+00
-1.500000000000000000e+00,2.999999999999998224e-01
-1.500000000000000000e+00,6.000000000000000888e-01
-1.500000000000000000e+00,8.999999999999999112e-01
-1.500000000000000000e+00,1.199999999999999734e+00
-1.500000000000000000e+00,1.500000000000000000e+00
-1.199999999999999956e+00,-1.500000000000000000e+00
-1.199999999999999956e+00,-1.199999999999999956e+00
-1.199999999999999956e+00,-9.000000000000000222e-01
-1.199999999999999956e+00,-6.000000000000000888e-01
-1.199999999999999956e+00,-3.000000000000000444e-01
-1.199999999999999956e+00,0.000000000000000000e+00
-1.199999999999999956e+00,2.999999999999998224e-01
-1.199999999999999956e+00,6.000000000000000888e-01
-1.199999999999999956e+00,8.999999999999999112e-01
-1.199999999999999956e+00,1.199999999999999734e+00
-1.199999999999999956e+00,1.500000000000000000e+00
-9.000000000000000222e-01,-1.500000000000000000e+00
-9.000000000000000222e-01,-1.199999999999999956e+00
-9.000000000000000222e-01,-9.000000000000000222e-01
-9.000000000000000222e-01,-6.000000000000000888e-01
-9.000000000000000222e-01,-3.000000000000000444e-01
-9.000000000000000222e-01,0.000000000000000000e+00
-9.000000000000000222e-01,2.999999999999998224e-01
-9.000000000000000222e-01,6.000000000000000888e-01
-9.000000000000000222e-01,8.999999999999999112e-01
-9.000000000000000222e-01,1.199999999999999734e+00
-9.000000000000000222e-01,1.500000000000000000e+00
-6.000000000000000888e-01,-1.500000000000000000e+00
-6.000000000000000888e-01,-1.199999999999999956e+00
-6.000000000000000888e-01,-9.000000000000000222e-01
-6.000000000000000888e-01,-6.000000000000000888e-01
-6.000000000000000888e-01,-3.000000000000000444e-01
-6.000000000000000888e-01,0.000000000000000000e+00
-6.000000000000000888e-01,2.999999999999998224e-01
-6.000000000000000888e-01,6.000000000000000888e-01
-6.000000000000000888e-01,8.999999999999999112e-01
-6.000000000000000888e-01,1.199999999999999734e+00
-6.000000000000000888e-01,1.500000000000000000e+00
-3.000000000000000444e-01,-1.500000000000000000e+00
-3.000000000000000444e-01,-1.199999999999999956e+00
-3.000000000000000444e-01,-9.000000000000000222e-01
-3.000000000000000444e-01,-6.000000000000000888e-01
-3.000000000000000444e-01,-3.000000000000000444e-01
-3.000000000000000444e-01,0.000000000000000000e+00
-3.000000000000000444e-01,2.999999999999998224e-01
-3.000000000000000444e-01,6.000000000000000888e-01
-3.000000000000000444e-01,8.999999999999999112e-01
-3.000000000000000444e-01,1.199999999999999734e+00
-3.000000000000000444e-01,1.500000000000000000e+00
0.000000000000000000e+00,-1.500000000000000000e+00
0.000000000000000000e+00,-1.199999999999999956e+00
0.000000000000000000e+00,-9.000000000000000222e-01
0.000000000000000000e+00,-6.000000000000000888e-01
0.000000000000000000e+00,-3.000000000000000444e-01
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.999999999999998224e-01
0.000000000000000000e+00,6.000000000000000888e-01
0.000000000000000000e+00,8.999999999999999112e-01
0.000000000000000000e+00,1.199999999999999734e+00
0.000000000000000000e+00,1.500000000000000000e+00
2.999999999999998224e-01,-1.500000000000000000e+00
2.999999999999998224e-01,-1.199999999999999956e+00
2.999999999999998224e-01,-9.000000000000000222e-01
2.999999999999998224e-01,-6.000000000000000888e-01
2.999999999999998224e-01,-3.000000000000000444e-01
2.999999999999998224e-01,0.000000000000000000e+00
2.999999999999998224e-01,2.999999999999998224e-01
2.999999999999998224e-01,6.000000000000000888e-01
2.999999999999998224e-01,8.999999999999999112e-01
2.999999999999998224e-01,1.199999999999999734e+00
2.999999999999998224e-01,1.500000000000000000e+00
6.000000000000000888e-01,-1.500000000000000000e+00
6.000000000000000888e-01,-1.199999999999999956e+00
6.000000000000000888e-01,-9.000000000000000222e-01
6.000000000000000888e-01,-6.000000000000000888e-01
6.000000000000000888e-01,-3.000000000000000444e-01
6.000000000000000888e-01,0.000000000000000000e+00
6.000000000000000888e-01,2.999999999999998224e-01
6.000000000000000888e-01,6.000000000000000888e-01
6.000000000000000888e-01,8.999999999999999112e-01
6.000000000000000888e-01,1.199999999999999734e+00
6.000000000000000888e-01,1.500000000000000000e+00
8.999999999999999112e-01,-1.500000000000000000e+00
8.999999999999999112e-01,-1.199999999999999956e+00
8.999999999999999112e-01,-9.000000000000000222e-01
8.999999999999999112e-01,-6.000000000000000888e-01
8.999999999999999112e-01,-3.000000000000000444e-01
8.999999999999999112e-01,0.000000000000000000e+00
8.999999999999999112e-01,2.999999999999998224e-01
8.999999999999999112e-01,6.000000000000000888e-01
8.999999999999999112e-01,8.999999999999999112e-01
8.999999999999999112e-01,1.199999999999999734e+00
8.999999999999999112e-01,1.500000000000000000e+00
1.199999999999999734e+00,-1.500000000000000000e+00
1.199999999999999734e+00,-1.199999999999999956e+00
1.199999999999999734e+00,-9.000000000000000222e-01
1.199999999999999734e+00,-6.000000000000000888e-01
1.199999999999999734e+00,-3.000000000000000444e-01
1.199999999999999734e+00,0.000000000000000000e+00
1.199999999999999734e+00,2.999999999999998224e-01
1.199999999999999734e+00,6.000000000000000888e-01
1.199999999999999734e+00,8.999999999999999112e-01
1.199999999999999734e+00,1.199999999999999734e+00
1.199999999999999734e+00,1.500000000000000000e+00
1.500000000000000000e+00,-1.500000000000000000e+00
1.500000000000000000e+00,-1.199999999999999956e+00
1.500000000000000000e+00,-9.000000000000000222e-01
1.500000000000000000e+00,-6.000000000000000888e-01
1.500000000000000000e+00,-3.000000000000000444e-01
1.500000000000000000e+00,0.000000000000000000e+00
1.500000000000000000e+00,2.999999999999998224e-01
1.500000000000000000e+00,6.000000000000000888e-01
1.500000000000000000e+00,8.999999999999999112e-01
1.500000000000000000e+00,1.199999999999999734e+00
1.500000000000000000e+00,1.500000000000000000e+00
