1.805539051602522704e-09,1.359934387323846749e-09,-7.491026789887217596e+00,-3.948612355786382366e+00,7.491026790061333429e+00,3.948612355843111654e+00
3.723768972596019911e-01,1.998669155931886987e-01,-7.507870220095413494e+00,-3.974095743024567362e+00,7.404234172141486603e+00,4.046163058631408127e+00
7.404418447534977243e-01,4.046260564576742436e-01,-7.524751049571193562e+00,-3.999334818821759896e+00,7.318547110331802052e+00,4.144298705899140955e+00
1.104249857087868936e+00,6.143062644890617818e-01,-7.541664485848725619e+00,-4.024328219012617502e+00,7.233954989480774422e+00,4.243003041905218709e+00
1.463855414056597359e+00,8.289355692139510623e-01,-7.558605867115303134e+00,-4.049074709051834198e+00,7.150447106308097212e+00,4.342259884082494636e+00
1.819312458273758537e+00,1.048541193025187557e+00,-7.575570660901237652e+00,-4.073573181101250995e+00,7.068012678602185517e+00,4.442053131984819103e+00
2.170674391470256204e+00,1.273149555510955100e+00,-7.592554462683382077e+00,-4.097822651079767731e+00,6.986640854164457792e+00,4.542366775833950321e+00
2.517994071243401244e+00,1.502786278233836370e+00,-7.609552994408597115e+00,-4.121822255682423553e+00,6.906320719498248550e+00,4.643184904670266455e+00
2.861323811527355154e+00,1.737476199048038072e+00,-7.626562102995221082e+00,-4.145571249565707994e+00,6.827041308569654632e+00,4.744491714088655776e+00
3.200715365782274890e+00,1.977243338443884779e+00,-7.643577758517793974e+00,-4.169069001523314277e+00,6.748791609525729207e+00,4.846271513669747399e+00
3.536219948115315592e+00,2.222110967399315573e+00,-7.660596052798024580e+00,-4.192314992688301878e+00,6.671560574938853350e+00,4.948508733918821179e+00
3.867888187907742026e+00,2.472101539450541452e+00,-7.677613197865790440e+00,-4.215308811911143039e+00,6.595337126143481221e+00,5.051187932394284985e+00
4.195770246152891403e+00,2.727236838421309706e+00,-7.694625522681453056e+00,-4.238050155929708573e+00,6.520110167986997496e+00,5.154293802001657987e+00
4.519915635583843461e+00,2.987537782700136368e+00,-7.711629473772357635e+00,-4.260538821649702435e+00,6.445868585035048781e+00,5.257811173558268436e+00
4.840373347439247631e+00,3.253024570195886422e+00,-7.728621611525887225e+00,-4.282774706360817696e+00,6.372601256038426421e+00,5.361725023757219155e+00
5.157191816744421509e+00,3.523716651877320416e+00,-7.745598608794396434e+00,-4.304757803854499798e+00,6.300297058593725019e+00,5.466020479658967091e+00
5.470418922387165317e+00,3.799632739218355759e+00,-7.762557248949558897e+00,-4.326488201414341539e+00,6.228944875487663957e+00,5.570682823526651006e+00
5.780101987555863019e+00,4.080790811930931739e+00,-7.779494423906757383e+00,-4.347966076826230264e+00,6.158533600794024565e+00,5.675697497332532038e+00
6.086287780481619336e+00,4.367208125975449384e+00,-7.796407132125687589e+00,-4.369191695411639209e+00,6.089052145724560106e+00,5.781050106942286604e+00
6.389022515459791052e+00,4.658901221812095095e+00,-7.813292476591232827e+00,-4.390165407087441629e+00,6.020489444236115872e+00,5.886726425985033373e+00
6.688351854138341324e+00,4.955885932859581899e+00,-7.830147662778763618e+00,-4.410887643455453144e+00,5.952834458396421446e+00,5.992712399417898794e+00
